	WORD	CEFR	CLUE
2443	schimpans	c1	['chimpanzees; more closely related to Australopithecus than to other pongids']
2444	se	a2	['perceive by sight or have the power to perceive by sight']
2445	seans	a2	['a meeting of spiritualists']
2446	sediment	b1	['matter that has been deposited by some natural process']
2447	segel	b2	['a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel']
2448	seger	c1	['a victory (as in a race or other competition)', 'a successful ending of a struggle or contest', 'something won (especially money)']
2449	segla	a1	['travel on water propelled by wind']
2450	sekreterare	b2	['an assistant who handles correspondence and clerical work for a boss or an organization']
2451	sektor	b2	['a particular aspect of life or activity']
2452	sekund	b2	"[""1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites""]"
2453	semester	a1	['leisure time away from work devoted to rest or pleasure']
2454	semikolon	b2	"[""a punctuation mark (`;') used to connect independent clauses; indicates a closer relation than does a period""]"
2455	sen	b1	['after the expected or usual time; delayed']
2456	sensation	c1	['a state of widespread public excitement and interest']
2457	separat	a2	['independent; not united or joint']
2458	separation	c1	['the social act of separating or parting company']
2459	serie	b1	['a serialized set of programs', 'a sequence of drawings telling a story in a newspaper or comic book']
2460	servera	b2	['provide (usually but not necessarily food)']
2461	servett	b1	['a small piece of table linen that is used to wipe the mouth and to cover the lap in order to protect clothing']
2462	service	b2	['periodic maintenance on a car or machine', 'an act of help or assistance']
2463	servitris	b2	['a woman waiter']
2464	servitör	a2	['a person whose occupation is to serve at table (as in a restaurant)']
2465	sexuell	c1	['having or involving sex', 'of or relating to or characterized by sexuality']
2466	sfär	b2	['the geographical area in which one nation is very influential', 'a three-dimensional closed surface such that every point on the surface is equidistant from the center']
2467	shopping	b1	['searching for or buying goods or services']
2468	shorts	a1	['underpants worn by men', 'trousers that end at or above the knee']
2469	show	b2	['a social event involving a public performance or entertainment']
2470	sida	b2	['one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or pictorial matter it contains', 'an opinion that is held in opposition to another in an argument or dispute', 'a surface forming part of the outside of an object']
2471	siden	b2	['a fabric made from the fine threads produced by certain insect larvae']
2472	siesta	b2	['a nap in the early afternoon (especially in hot countries)']
2473	silver	b1	['a light shade of grey', 'a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography']
2474	simma	b1	['travel through water']
2475	simulator	c1	['a machine that simulates an environment for the purpose of training or research']
2476	singular	c1	['the form of a word that is used to denote a singleton']
2477	sinne	c1	"[""that which is responsible for one's thoughts and feelings; the seat of the faculty of reason"", 'the faculty through which the external world is apprehended']"
2478	sinnelag	b2	['your usual mood']
2479	sinnlig	b2	['of or relating to the body or flesh']
2480	sista	b2	['occurring at or forming an end or termination', 'coming after all others in time or space or degree or being the only one remaining']
2481	sits	b2	['furniture that is designed for sitting on']
2482	sitta	a2	['be seated']
2483	situation	c1	['the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt']
2484	sjal	a2	['cloak consisting of an oblong piece of cloth used to cover the head and shoulders']
2485	sjuk	a1	['affected by an impairment of normal physical or mental function']
2486	sjukdom	b2	['impairment of normal physiological function affecting part or all of an organism', 'an impairment of health or a condition of abnormal functioning', 'the state that precedes vomiting']
2487	sjukgymnast	b1	['therapist who treats injury or dysfunction with exercises and other physical treatments of the disorder']
2488	sjukgymnastik	b1	['therapy that uses physical agents: exercise and massage and other modalities']
2489	sjukhus	a1	['a health facility where patients receive treatment']
2490	sjuksköterska	b1	['one skilled in caring for young children or the sick (usually under the supervision of a physician)']
2491	sjukvård	b1	['a thorough physical examination; includes a variety of tests depending on the age and sex and health of the person']
2492	sjunga	a2	['produce tones with the voice']
2493	sjunka	b1	['go under,']
2494	själ	c1	['the immaterial part of a person; the actuating cause of an individual life']
2495	självbiografi	b2	['a biography of yourself']
2496	självlärd	c1	['relating to or having the characteristics of an autodidact']
2497	självmord	b2	['the act of killing yourself', 'a person who kills himself intentionally']
2498	självständig	b2	['free from external control and constraint']
2499	självständighet	c1	['personal independence']
2500	sjö	a1	['a body of (usually fresh) water surrounded by land']
2501	sjöman	b2	"['a man who serves as a sailor', ""any member of a ship's crew""]"
2502	skada	b1	['cause injuries or bodily harm to', 'cause or do harm to', 'be the source of pain', 'the occurrence of a change for the worse', 'any physical damage to the body caused by violence or accident or fracture etc.']
2503	skadestånd	b1	['a sum of money paid in compensation for loss or injury']
2504	skaffa	c1	['come into the possession of something concrete or abstract', 'come into possession of']
2505	skaft	b2	['a long rod or pole (especially the handle of an implement or the body of a weapon like a spear or arrow)']
2506	skaka	c1	['move or jerk quickly and involuntarily up and down or sideways', 'move or cause to move back and forth']
2507	skal	c1	"['the rind of a fruit or vegetable', ""the exterior covering of a bird's egg"", 'the hard usually fibrous outer layer of some fruits especially nuts']"
2508	skala	b1	['an ordered reference standard']
2509	skalp	c1	['the skin that covers the top of the head']
2510	skam	c1	['an unfortunate development', 'a painful emotion resulting from an awareness of inadequacy or guilt']
2511	skandal	b1	['disgraceful gossip about the private lives of other people', 'a disgraceful event']
2512	skapa	c1	['bring into existence']
2513	skatt	a2	"['a collection of precious things', ""charge against a citizen's person or property or activity for the support of government""]"
2514	skattebetalare	b2	['someone who pays taxes']
2515	sked	c1	['a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food']
2516	skelett	b2	['the hard structure (bones and cartilages) that provides a frame for the body of an animal']
2517	skicklig	b2	['having or showing or requiring special skill']
2518	skida	b1	['narrow wood or metal or plastic runners used in pairs for gliding over snow']
2519	skift	b2	['the time period during which you are at work']
2520	skiftnyckel	b2	['a jerky pulling movement']
2521	skikt	c1	['a thin layer covering something']
2522	skilja	c1	"[""go one's own way; move apart""]"
2523	skilsmässa	c1	['the legal dissolution of a marriage']
2524	skina	a1	['be shiny, as if wet']
2525	skinka	b2	['meat cut from the thigh of a hog (usually smoked)']
2526	skinn	b2	['body covering of a living animal']
2527	skiva	b1	['a flat circular plate', 'a thin flat piece cut off of some object']
2528	skivstång	a2	['a bar to which heavy discs are attached at each end; used in weightlifting']
2529	skjorta	a1	['a garment worn on the upper half of the body']
2530	skjuta	b1	['fire a shot']
2531	sko	b2	['furnish with shoes', 'footwear that covers the whole foot and lower leg', 'footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material']
2532	skog	a2	['land that is covered with trees and shrubs']
2533	skohorn	b2	['a device used for easing the foot into a shoe']
2534	skoj	c1	['activities that are enjoyable or amusing']
2535	skola	b1	"['create by training and teaching', 'a building where young people receive education', ""an educational institution's faculty and students""]"
2536	skolbänk	c1	['a piece of furniture with a writing surface and usually drawers or other compartments']
2537	skolka	a2	['arrange or order by classes or categories']
2538	skorsten	b2	['a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building']
2539	skott	b2	['the act of firing a projectile']
2540	skrapa	b2	['scratch repeatedly', 'cut the surface of; wear away the surface of']
2541	skratta	a1	['produce laughter']
2542	skriftlig	b2	['set down in writing in any of various ways']
2543	skrika	a2	['utter or declare in a very loud voice']
2544	skriva	a1	"['communicate or express by writing', ""have (one's written work) issued for publication""]"
2545	skrivare	b1	['(computer science) an output device that prints the results of data processing']
2546	skrivmaskin	b2	['hand-operated character printer for printing written messages one character at a time']
2547	skruv	b2	['a fastener with a tapered threaded shank and a slotted head']
2548	skruva	c1	['tighten or fasten by means of screwing motions']
2549	skryta	a2	['show off']
2550	skräck	b2	['intense aversion']
2551	skrämma	b1	['cause fear in', 'fill with terror; frighten greatly']
2552	skröna	b1	['a trivial lie']
2553	skugga	a2	['shade within clear boundaries']
2554	skuld	b2	['money or goods or services owed by one person to another', 'the state of having committed an offense']
2555	skulptur	b1	['creating figures or designs in three dimensions', 'a three-dimensional work of plastic art']
2556	skvaller	c1	['light informal conversation for social occasions', 'a report (often malicious) about the behavior of other people']
2557	skydd	b2	['the condition of being protected']
2558	skydda	b2	['shield from danger, injury, destruction, or damage']
2559	skylla	c1	['put or pin the blame on']
2560	skylt	a2	['structure displaying a board on which advertisements can be posted']
2561	skymma	b2	['make less visible or unclear']
2562	skymning	c1	['the time of day immediately following sunset']
2563	skymt	c1	['a brief or incomplete view']
2564	skynda	c1	['move fast']
2565	skyskrapa	b1	['a very tall building with many stories']
2566	skägg	b2	"[""the hair growing on the lower part of a man's face""]"
2567	skäl	b1	['the state of having good sense and sound judgment']
2568	skälla	b1	['use foul or abusive language towards', 'make barking sounds']
2569	skämt	b1	['a humorous anecdote or remark intended to provoke laughter']
2570	skämta	c1	['act in a funny or teasing way']
2571	skänka	c1	['give as a present; make a gift of']
2572	skära	c1	['cut to pieces']
2573	skärm	c1	['a protective covering consisting of netting; can be mounted in a frame', 'a white or silvered surface where pictures can be projected for viewing']
2574	skärp	a2	['a band to tie or buckle around the body (usually at the waist)']
2575	skåda	c1	['see with attention']
2576	skådespelare	b1	['a theatrical performer']
2577	skål	a2	['a round vessel that is open at the top; used chiefly for holding food or liquids']
2578	skåp	a2	['a piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display', 'a small room (or recess) or cabinet used for storage space']
2579	skåpbil	a2	['a truck with an enclosed cargo space']
2580	skönlitteratur	b1	['a literary work based on the imagination and not necessarily on fact']
2581	skörd	b2	['the season for gathering crops', 'the yield from plants in a single growing season']
2582	skötsel	c1	['activity involved in maintaining something in good working order', 'the work of providing treatment for or attending to someone or something']
2583	slag	c1	['(boxing) a blow with the fist', 'a hostile meeting of opposing military forces in the course of a war']
2584	slagord	b2	['a favorite saying of a sect or political group']
2585	slagsmål	b2	['a fistfight']
2586	slalom	b1	['a downhill race over a winding course defined by upright poles']
2587	slarvig	c1	['characterized by neglect and undue lack of concern']
2588	slav	c1	['a person who is owned by someone']
2589	slicka	c1	['pass the tongue over']
2590	slingra	b2	['to move in a twisting or contorted motion, (especially when struggling)']
2591	slinka	b2	['walk stealthily', 'informal terms for a (young) woman']
2592	slips	a2	['neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front']
2593	slit	b2	['hard monotonous routine work']
2594	slott	b1	['a large building formerly occupied by a ruler and fortified against attack']
2595	slump	c1	['an unknown and unpredictable phenomenon that causes an event to result one way rather than another']
2596	slusk	b1	['a cruel and brutal fellow']
2597	slut	b2	['brought to ruin']
2598	sluta	a2	['put an end to a state or an activity']
2599	slutta	b2	['be at an angle', 'slope downwards']
2600	sluttning	b1	['an elevated geological formation']
2601	släkting	b2	['group of people related by blood or marriage', 'a person related by blood or marriage']
2602	slänga	b2	['throw with force or recklessness', 'throw or toss with a light motion']
2603	släpa	c1	['transport in a vehicle', 'pull, as against a resistance', 'to lag or linger behind']
2604	slät	c1	['having a surface free from roughness or bumps or ridges or irregularities']
2605	slå	b2	['hit repeatedly', 'deal a blow to, either with the hand or with an instrument', 'deliver a quick blow to', 'hit with something flat, like a paddle or the open hand']
2606	slåss	b1	['be engaged in a fight; carry on a fight']
2607	slö	b2	['not having a sharp edge or point']
2608	slöja	b2	['a garment that covers the head and face']
2609	slösa	b2	['spend extravagantly']
2610	slöseri	b2	['the trait of wasting resources']
2611	smak	b1	['the faculty of distinguishing sweet, sour, bitter, and salty properties in the mouth', 'the taste experience when a savoury condiment is taken into the mouth', 'a strong liking']
2612	smaka	a2	['perceive by the sense of taste']
2613	smaklig	b2	['appealing to or stimulating the appetite especially in appearance or aroma']
2614	smaksätta	b1	['lend flavor to']
2615	smal	a1	['lacking excess flesh; ; -Shakespeare']
2616	smart	b2	['showing mental alertness and calculation and resourcefulness']
2617	smeka	b2	['touch lightly and repeatedly, as with brushing motions']
2618	smickra	b2	['praise somewhat dishonestly']
2619	smink	b1	['cosmetics applied to the face to improve or change your appearance']
2620	smitta	c1	['communicate a disease to', 'an incident in which an infectious disease is transmitted']
2621	smuts	c1	['the state of being covered with unclean things']
2622	smutsig	a2	['soiled or likely to soil with dirt or grime']
2623	smälla	b2	['burst open with a sharp, explosive sound', 'close violently']
2624	smärta	b2	['a somatic sensation of acute discomfort', 'a bothersome annoying person']
2625	småaktig	b2	['contemptibly narrow in outlook']
2626	smör	b1	['an edible emulsion of fat globules made by churning milk or cream; for cooking and table use', 'a fighter who strikes the opponent with his head']
2627	snabb	c1	['at a rapid tempo']
2628	snabbköp	b1	['a large self-service grocery store selling groceries and dairy products and household goods']
2629	snaps	b2	['any of various strong liquors especially a Dutch spirit distilled from potatoes']
2630	snatteri	b2	['the act of stealing goods that are on display in a store']
2631	snubbla	c1	['make an error', 'miss a step and fall or nearly fall']
2632	snurra	b2	"[""revolve quickly and repeatedly around one's own axis"", 'move around an axis or a center', ""a conical child's plaything tapering to a steel point on which it can be made to spin""]"
2633	snyfta	c1	['weep convulsively']
2634	snäll	a2	['having or showing a tender and considerate and helpful nature; used especially of persons and their behavior', 'pleasant or pleasing or agreeable in nature or appearance; - George Meredith']
2635	snäv	c1	['closely constrained or constricted or constricting']
2636	snö	a2	['precipitation falling from clouds in the form of ice crystals']
2637	snöre	b2	['a cut pile fabric with vertical ribs; usually made of cotton', 'a lightweight cord']
2638	snöskoter	a2	['tracked vehicle for travel on snow having skis in front']
2639	social	c1	['living together or enjoying life in communities or organized groups']
2640	socialistisk	a2	['advocating or following the socialist principles']
2641	socialvård	b2	['governmental provision of economic assistance to persons in need']
2642	sociolog	c1	['a social scientist who studies the institutions and development of human society']
2643	socka	b1	['hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee']
2644	socker	a2	['a white crystalline carbohydrate used as a sweetener and preservative']
2645	sockerdricka	b2	['sweetened beverage of diluted lemon juice']
2646	soffa	a1	['an upholstered seat for more than one person']
2647	sol	a1	['the star that is the source of light and heat for the planets in the solar system']
2648	soldat	a2	['an enlisted man or woman who serves in an army']
2649	solidaritet	a2	['a union of interests or purposes or sympathies among members of a group']
2650	soluppgång	b1	['the daily event of the sun rising above the horizon']
2651	sommar	a2	['the period of finest development, happiness, or beauty', 'the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox']
2652	son	a1	['a male human offspring']
2653	sondotter	b1	['a female grandchild']
2654	sopa	b2	['sweep with a broom or as if with a broom']
2655	soppa	c1	['liquid food especially of meat or fish or vegetable stock often containing pieces of solid food']
2656	sopran	b2	['the highest female voice; the voice of a boy before puberty']
2657	soptunna	c1	['a bin that holds rubbish until it is collected']
2658	sorg	b1	['intense sorrow caused by loss of a loved one (especially by death)', 'state of sorrow over the death or departure of a loved one']
2659	sortiment	b2	['an assortment of things from which a choice can be made']
2660	sovrum	a2	['a room used primarily for sleeping']
2661	spackla	a2	['apply putty in order to fix or fill']
2662	spara	b1	['accumulate money for future use']
2663	sparka	b1	['strike with the foot']
2664	sparsamhet	b1	['frugality in the expenditure of money or resources']
2665	spegel	a2	"[""a mirror; usually a ladies' dressing mirror"", 'polished surface that forms images by reflecting light', 'a faithful depiction or reflection']"
2666	spegelbild	b1	['the image of something as reflected by a mirror (or other reflective material)']
2667	spektrum	c1	['a broad range of related objects or values or qualities or ideas or activities']
2668	spekulera	c1	['invest at a risk']
2669	spel	b1	['a contest with rules to determine a winner']
2670	spela	a1	['participate in games or sport', 'perform on a stage or theater', 'play on an instrument']
2671	spelare	a2	['a person who participates in or is skilled at some game']
2672	spendera	b2	['pay out']
2673	spets	b2	['a delicate decorative fabric woven in an open web of symmetrical patterns', 'a V shape']
2674	spilla	b1	['flow, run or fall out and become lost']
2675	spindel	b1	['predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey']
2676	spinna	c1	['form a web by making a thread']
2677	splittra	b2	['break into many pieces']
2678	spontan	b2	['happening or arising without apparent external cause']
2679	sport	b2	['an active diversion requiring physical exertion and competition']
2680	spotta	b1	['expel or eject (saliva or phlegm or sputum) from the mouth']
2681	spratt	b2	['a cunning or deceitful action or device']
2682	sprej	b1	['water in small drops in the atmosphere; blown from waves or thrown up by a waterfall']
2683	spricka	c1	['a long narrow opening']
2684	springa	b1	"[""move fast by using one's feet, with one foot off the ground at any given time"", 'a small slit (as for inserting a coin or depositing mail)']"
2685	spräcka	b2	['come open suddenly and violently, as if from internal pressure']
2686	språk	c1	['a systematic means of communicating by the use of sounds or conventional symbols']
2687	sputnik	b1	['a Russian artificial satellite']
2688	spänd	b2	['taut or rigid; stretched tight', 'in or of a state of physical or nervous tension']
2689	spänna	b2	['cause to be tense and uneasy or nervous or anxious']
2690	spännande	b1	['creating or arousing excitement']
2691	spänning	c1	['feelings of hostility that are not manifest', 'the state of being emotionally aroused and worked up', 'the physical condition of being stretched or strained']
2692	spår	c1	['(computer science) one of the circular magnetic paths on a magnetic disk that serve as a guide for writing and reading data', 'evidence pointing to a possible solution', 'a visible mark (as a footprint) left by the passage of person or animal or vehicle']
2693	spårvagn	b2	['a wheeled vehicle that runs on rails and is propelled by electricity']
2694	spöka	b1	['follow stealthily or recur constantly and spontaneously to']
2695	spöke	b2	['the visible disembodied soul of a dead person']
2696	stabil	c1	['resistant to change of position or condition']
2697	stad	a2	['a large and densely populated urban area; may include several independent administrative districts', 'an urban area with a fixed boundary that is smaller than a city']
2698	stadga	b2	['a document incorporating an institution and specifying its rights; includes the articles of incorporation and the certificate of incorporation']
2699	stadig	b2	['not subject to change or variation especially in behavior']
2700	stadion	c1	['a large structure for open-air sports or entertainments']
2701	stadsdel	c1	['a district of a city having some distinguishing character']
2702	stall	b2	['a farm building for housing horses or other livestock']
2703	stam	b2	['group of people related by blood or marriage', '(biology) a group of organisms within a species that differ in trivial ways from similar groups']
2704	standard	b1	['conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind', 'an option that is selected automatically unless an alternative is specified']
2705	stank	b1	['a distinctive odor that is offensively unpleasant']
2706	stanna	a2	['stay put (in a certain place)', 'come to a halt, stop moving']
2707	stapla	c1	['arrange in stacks']
2708	stark	c1	['being distilled rather than fermented; having a high alcoholic content', 'having a strong physiological or chemical effect; ; ; ,']
2709	stat	b2	['the territory occupied by one of the constituent administrative districts of a nation']
2710	statisk	c1	['concerned with or producing or caused by static electricity']
2711	statistik	c1	['a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters']
2712	statistisk	c1	['of or relating to statistics']
2713	statsman	a2	['a man who is a respected leader in national or international affairs']
2714	status	c1	['relative status']
2715	staty	b1	['a sculpture representing a human or animal']
2716	stav	b1	['a rod carried as a symbol']
2717	stava	a1	['write or name the letters that comprise the conventionally accepted form of (a word or part of a word)']
2718	stavelse	c1	['a unit of spoken language larger than a phoneme']
2719	steg	b2	['any maneuver made as part of progress toward a goal', 'support consisting of a place to rest the foot while ascending or descending a stairway', 'the distance covered by a step', 'relative position in a graded series']
2720	stel	b2	['designating an airship or dirigible having a form maintained by a stiff unyielding frame or structure']
2721	sten	c1	['a lump or mass of hard consolidated mineral matter']
2722	sticka	b2	['deliver a sting to', 'make (textiles) by knitting']
2723	stiftelse	c1	['an institution supported by an endowment']
2724	stiga	c1	['increase in value or to a higher point', 'move upward', 'come up, of celestial bodies']
2725	stil	c1	['distinctive and stylish elegance', 'editorial directions to be followed in spelling and punctuation and capitalization and typographical display']
2726	stilla	c1	['not in physical motion']
2727	stimulans	c1	['the act of arousing an organism to action']
2728	stipendium	a2	['profound scholarly knowledge', 'financial aid provided to a student on the basis of academic merit']
2729	stirra	b2	['look at with fixed eyes']
2730	stjärna	b2	['any celestial body visible (as a point of light) from the Earth at night', 'someone who is dazzlingly skilled in any field', 'a plane figure with 5 or more points; often used as an emblem']
2731	stjärt	b1	['the fleshy part of the human body that you sit on']
2732	stock	b2	['a segment of the trunk of a tree when stripped of branches']
2733	stol	c1	['a seat for one person, with a support for the back']
2734	stolt	a2	['feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride']
2735	stolthet	c1	"[""satisfaction with your (or another's) achievements""]"
2736	stoppur	b2	['a timepiece that can be started or stopped for exact timing (as of a race)']
2737	stor	b2	['above average in size or number or quantity or magnitude or extent', 'relatively large in size or number or extent; larger than others of its kind']
2738	storhet	b2	['the property of relative size or extent (whether large or small)']
2739	storlek	c1	['the physical magnitude of something (how big it is)']
2740	storm	b1	['a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning']
2741	stormakt	b1	['a state powerful enough to influence events throughout the world']
2742	stormarknad	a2	['a huge supermarket (usually built on the outskirts of a town)']
2743	stormig	c1	['(especially of weather) affected or characterized by storms or commotion']
2744	straff	c1	['the act of punishing']
2745	strand	b1	['an area of sand sloping down to the water of a sea or lake', 'the shore of a sea or ocean']
2746	strejk	b2	"['an attack that is intended to seize or inflict damage on or destroy an objective', ""a group's refusal to work in protest against low pay or bad work conditions"", 'a gentle blow']"
2747	strejka	b2	['stop work in order to press demands']
2748	stretcha	b2	"[""extend one's body or limbs""]"
2749	strid	c1	['the act of fighting; any contest or struggle']
2750	stridsvagn	a2	['an enclosed armored military vehicle; has a cannon and moves on caterpillar treads']
2751	strikt	b2	['characterized by strictness, severity, or restraint']
2752	strimla	b2	['tear into shreds']
2753	strof	b2	['a fixed number of lines of verse forming a unit of a poem']
2754	strosa	c1	['walk leisurely and with no apparent aim', 'ask for and get free; be a parasite']
2755	struktur	c1	['a thing constructed; a complex entity constructed of many parts', 'the feel of a surface or a fabric']
2756	strupe	b2	['the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone']
2757	stryka	a2	['remove by erasing or crossing out or as if by drawing a line']
2758	strålning	b2	['the spontaneous emission of a stream of particles or electromagnetic rays in nuclear decay', 'syndrome resulting from exposure to ionizing radiation (e.g., exposure to radioactive chemicals or to nuclear explosions); low doses cause diarrhea and nausea and vomiting and sometimes loss of hair; greater exposure can cause sterility and cataracts and some forms of cancer and other diseases; severe exposure can cause death within hours']
2759	ström	c1	['a flow of electricity through a conductor']
2760	ströva	b2	['move about aimlessly or without any destination, often in search of food or employment']
2761	strövtåg	b2	['an aimless amble on a winding course']
2762	stuckatur	b2	['a plaster now made mostly from Portland cement and sand and lime; applied while soft to cover exterior walls or surfaces']
2763	student	a2	['a learner who is enrolled in an educational institution']
2764	studera	a2	['learn by reading books']
2765	studerande	c1	['someone (especially a child) who learns (as from a teacher) or takes up knowledge or beliefs']
2766	studie	c1	['a written document describing the findings of some individual or group']
2767	stuga	b1	['a small house with a single story', 'a small house built of wood; usually in a wooded area']
2768	stycke	b2	['a musical work that has been created']
2769	stygn	a2	['a link or loop or knot made by an implement in knitting, crocheting, embroidery, or sewing']
2770	styre	b1	"['dominance or power through legal authority', 'the period during which a monarch is sovereign', ""the duration of a monarch's or government's power""]"
2771	styrka	b2	['establish the authenticity of something', 'the property of being physically or mentally strong', 'an asset of special worth or utility', 'a unit that is part of some military service']
2772	styvbarn	c1	['a child of your spouse by a former marriage']
2773	styvfar	b1	['the husband of your mother by a subsequent marriage']
2774	ställ	b2	['framework for holding objects']
2775	ställning	c1	['a number that expresses the accomplishment of a team or an individual in a game or contest', 'the relative position or standing of things or especially persons in a society']
2776	stämning	b2	['a particular environment or surrounding influence', 'the general atmosphere of a place or situation and the effect that it has on people']
2777	ständig	c1	['uninterrupted in time and indefinitely long continuing']
2778	stänga	a1	['move so that an opening or passage is obstructed; make shut']
2779	stå	b2	['be standing; be upright']
2780	stånd	a2	['a booth where articles are displayed for sale']
2781	ståndpunkt	c1	['a way of regarding situations or topics etc.', 'a mental position from which things are viewed']
2782	stång	b2	['a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon', 'a long (usually round) rod of wood or metal or plastic']
2783	stöd	b2	['aiding the cause or policy or interests of', 'a support on which things can be put', 'any device that bears the weight of another thing']
2784	stödja	b1	"['establish or strengthen as with new evidence or facts', ""give support or one's approval to""]"
2785	stöld	b2	['the act of taking something from someone unlawfully']
2786	stöna	c1	['indicate pain, discomfort, or displeasure']
2787	störta	b2	['fall or come down violently']
2788	stöta	c1	['cause to feel resentment or indignation', 'hurt the feelings of']
2789	subjektiv	b1	['of a mental act performed entirely within the mind', 'taking place within the mind and modified by individual bias']
2790	substantiv	b2	['any word or group of words functioning as a noun', 'a content word that can be used to refer to a person, place, thing, quality, or action']
2791	successiv	b1	['proceeding in small stages', '(of a topographical gradient) not steep or abrupt']
2792	sucka	a2	['heave or utter a sigh; breathe deeply and heavily', 'utter with a sigh']
2793	summa	b2	['the final aggregate']
2794	sund	b1	['in good condition; free from defect or damage or decay']
2795	sup	b2	['a globular glass with a small top; used for serving brandy']
2796	sur	b1	['having a sharp biting taste']
2797	susa	b1	['make a murmuring sound']
2798	svag	b2	['wanting in physical strength']
2799	svaghet	b2	['the property of lacking physical or mental strength; liability to failure under pressure or stress or strain', 'a flaw or weak point']
2800	svaja	c1	['move or walk in a swinging or swaying manner']
2801	sval	b2	['neither warm nor very cold; giving relief from heat', 'psychologically cool and unenthusiastic; unfriendly or unresponsive or showing dislike']
2802	svan	b1	['stately heavy-bodied aquatic bird with very long neck and usually white plumage as adult']
2803	svans	b2	['the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body']
2804	svar	a2	['the speech act of replying to a question']
2805	svara	a2	['react verbally']
2806	svart	b1	['being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light', '(of coffee) without cream or sugar']
2807	svepa	c1	['strike with a swiping motion']
2808	svett	c1	['salty fluid secreted by sweat glands']
2809	svika	b1	['fail to meet the hopes or expectations of']
2810	svimma	b1	['pass out from weakness, physical or emotional distress due to a loss of blood supply to the brain']
2811	svin	a2	['a person regarded as greedy and pig-like']
2812	svit	b1	['apartment consisting of a series of connected rooms used as a living unit (as in a hotel)']
2813	svullna	b1	['expand abnormally']
2814	svägerska	a2	['the sister of your spouse']
2815	svälja	c1	['believe or accept without questioning or challenge', 'pass through the esophagus as part of eating or drinking']
2816	svält	b2	['an acute insufficiency']
2817	svära	c1	['utter obscenities or profanities', 'make a deposition; declare under oath']
2818	svärd	b2	['a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard']
2819	svärfar	a2	['the father of your spouse']
2820	svärmor	a2	['the mother of your spouse']
2821	sväva	c1	['be suspended in the air, as if in defiance of gravity']
2822	svåger	b2	['a brother by marriage']
2823	svår	b1	['not easy; requiring great physical or mental effort to accomplish or comprehend or endure']
2824	svårighet	c1	['the quality of being difficult']
2825	svårmod	b2	['an atmosphere of depression and melancholy']
2826	syfilis	c1	['a common venereal disease caused by the treponema pallidum spirochete; symptoms change through progressive stages; can be congenital (transmitted through the placenta)']
2827	sylt	b1	['preserve of crushed fruit']
2828	symbol	b1	['something visible that by association or convention represents something else that is invisible', 'an arbitrary sign (written or printed) that has acquired a conventional significance']
2829	sympatisk	c1	['(of characters in literature or drama) evoking empathic or sympathetic feelings']
2830	syn	c1	['the ability to see; the visual faculty']
2831	synd	b1	"[""an act that is regarded by theologians as a transgression of God's will""]"
2832	syndabock	c1	['someone who is punished for the errors of others']
2833	synlig	c1	['capable of being seen; or open to easy view']
2834	synonym	b2	['two words that can be interchanged in a context are said to be synonymous relative to that context']
2835	syra	b1	['any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt']
2836	syre	b2	"[""a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust""]"
2837	syren	b1	['any of various plants of the genus Syringa having large panicles of usually fragrant flowers']
2838	system	b2	['a group of independent but interrelated elements comprising a unified whole']
2839	systematisk	b2	['characterized by order and planning', 'of or relating to taxonomy']
2840	syster	a1	['a female person who has the same parents as another person']
2841	säd	b2	['foodstuff prepared from the starchy grains of cereal grasses']
2842	sädesslag	a2	['a breakfast food prepared from grain']
2843	säga	b2	['express in words']
